(ANCA相关小血管炎:疾病,导致,(急进性肾小球肾炎:疾病,条件为,Ⅲ型:阶段))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【预后】
(急进性肾小球肾炎:疾病,导致,慢性肾衰竭:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(水潴留:症状,与,钠潴留:症状)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【治疗】,（二）替代治疗
(Ⅱ型:阶段,与,Ⅲ型:阶段)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【治疗】,（一）强化疗法,2.甲泼尼龙冲击联合环磷酰胺治疗
(水潴留:症状,与,钠潴留:症状)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【治疗】,（一）强化疗法,2.甲泼尼龙冲击联合环磷酰胺治疗
(水潴留:症状,与,钠潴留:症状)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【治疗】
(梗阻性肾病:疾病,导致,(((突发无尿:症状,或,急骤无尿:症状),与,(无:否定词,否定修饰,急性肾炎综合征:疾病)),与,尿路梗阻:疾病))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病
(((肾缺血:疾病,或,肾毒性药物:化学物质),或,肾小管堵塞:症状),导致,急性肾小管坏死:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病,1.急性肾小管坏死
(((急性肾小管坏死:疾病,或,急性过敏性间质性肾炎:疾病),或,梗阻性肾病:疾病),导致,少尿性急性肾衰竭:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病
(((急性肾小管坏死:疾病,或,急性过敏性间质性肾炎:疾病),或,梗阻性肾病:疾病),是一种,非肾小球疾病:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病
(非肾小球疾病:疾病,导致,少尿性急性肾衰竭:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】
(急进性肾小球肾炎:疾病,导致,急性肾炎综合征伴肾功能急剧恶化:症状)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(急性肾炎综合征伴肾功能急剧恶化:症状,导致,少尿性急性肾衰竭:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】
((急进性肾小球肾炎:疾病,条件为,Ⅲ型:阶段),导致,(((发热:症状,或,乏力:症状),或,关节痛:疾病),或,咯血:症状))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(系统性血管炎:疾病,导致,(((发热:症状,或,乏力:症状),或,关节痛:疾病),或,咯血:症状))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【临床表现和实验室检查】
(肾病综合征:疾病,并发症,(急进性肾小球肾炎:疾病,条件为,Ⅱ型:阶段))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【临床表现和实验室检查】
(中度贫血:疾病,并发症,急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【临床表现和实验室检查】
(急进性肾小球肾炎:疾病,导致,尿毒症:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
((急进性肾小球肾炎:疾病,条件为,早期:状态修饰语),导致,(少尿:症状,或,无尿:症状))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(((((急性起病:疾病,与,血尿:症状),与,蛋白尿:症状),与,水肿:症状),与,高血压:症状),是一种,急性肾炎综合征:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【临床表现和实验室检查】
(急进性肾小球肾炎:疾病,调查病史,呼吸道感染:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(急进性肾小球肾炎:疾病,导致,新月体性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎
((有机化学溶剂:化学物质,或,碳氢化合物:化学物质),是一种,(急进性肾小球肾炎:疾病,条件为,Ⅰ型:阶段))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(汽油:化学物质,是一种,碳氢化合物:化学物质)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
((丙硫氧嘧啶:化学物质,或,肼苯达嗪:化学物质),导致,(急进性肾小球肾炎:疾病,条件为,Ⅲ型:阶段))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(急进性肾小球肾炎:疾病,调查病史,上呼吸道感染:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎
(少免疫复合物型急进性肾小球肾炎:疾病,同义词,Ⅲ型急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(免疫复合物型急进性肾小球肾炎:疾病,同义词,Ⅱ型急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(抗肾小球基底膜型肾小球肾炎:疾病,同义词,Ⅰ型急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(原发性急进性肾小球肾炎:疾病,是一种,急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(系膜毛细血管性肾小球肾炎:疾病,是一种,原发性肾小球病:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(系膜毛细血管性肾小球肾炎:疾病,导致,新月体性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(系统性红斑狼疮肾炎:疾病,导致,急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(系统性红斑狼疮肾炎:疾病,是一种,全身性疾病:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
((急进性肾小球肾炎:疾病,条件为,早期:状态修饰语),导致,少尿性急性肾衰竭:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎
(急进性肾小球肾炎:疾病,导致,(急性肾炎综合征:疾病,与,肾功能急剧恶化:症状))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎
(原发性肾小球疾病:疾病,导致,急进性肾炎综合征:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（二）引起急进性肾炎综合征的其他肾小球疾病
((重症毛细血管内增生性肾小球肾炎:疾病,或,重症系膜毛细血管性肾小球肾炎:疾病),导致,急进性肾炎综合征:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（二）引起急进性肾炎综合征的其他肾小球疾病,2.原发性肾小球疾病
(((Goodpasture病:疾病,或,系统性红斑狼疮肾炎:疾病),或,过敏性紫癜肾炎:疾病),导致,新月体性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（二）引起急进性肾炎综合征的其他肾小球疾病,1.继发性急进性肾炎
((继发性急进性肾炎:疾病,或,原发性肾小球疾病:疾病),导致,急进性肾炎综合征:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（二）引起急进性肾炎综合征的其他肾小球疾病
((药物过敏反应:症状,导致,(低热:症状,或,皮疹:症状)),导致,急性过敏性间质性肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病,2.急性过敏性间质性肾炎
(急性过敏性间质性肾炎:疾病,调查病史,用药史:病史)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病
(急性肾小管坏死:疾病,导致,(肾小管损害:症状,与,(无:否定词,否定修饰,急性肾炎综合征:疾病)))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病
(血管内溶血:症状,导致,肾小管堵塞:症状)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病,1.急性肾小管坏死
(肾缺血:疾病,导致,(休克:症状,或,脱水:疾病))	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【诊断和鉴别诊断】,（一）引起少尿性急性肾衰竭的非肾小球疾病,1.急性肾小管坏死
((((吸烟:病史,或,吸毒:病史),或,接触碳氢化合物:病史),或,遗传易感性:病史),导致,急进性肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
((链球菌感染:疾病,或,病毒感染:疾病),是一种,上呼吸道感染:疾病)	5-3-2-急进性肾小球肾炎,内科学,第五篇泌尿系统疾病第三章肾小球肾炎第二节急进性肾小球肾炎,第二节急进性肾小球肾炎,【病因和发病机制】
(急进性肾小球肾炎:疾病,是一种,肾小球肾炎:疾病)	5-3-2-急进性肾小球肾炎,内科学
(肾小球肾炎:疾病,是一种,泌尿系统疾病:疾病)	5-3-2-急进性肾小球肾炎,内科学
